Nom de l'artiste,Date d'anniversaire,Titre,Genre,Date de sortie,Groupe
Graham Coxon,1969-03-12,Live At The Budokan,Britpop,1996-05-22,Yes
Damon Albarn,1968-03-23,Live At The Budokan,Britpop,1996-05-22,Yes
Dave Rowntree,1964-05-08,Live At The Budokan,Britpop,1996-05-22,Yes
Alex James,1968-11-21,Live At The Budokan,Britpop,1996-05-22,Yes
Graham Coxon,1969-03-12,Blur,Alternative Rock,1997-01-29,Yes
Damon Albarn,1968-03-23,Blur,Alternative Rock,1997-01-29,Yes
Dave Rowntree,1964-05-08,Blur,Alternative Rock,1997-01-29,Yes
Alex James,1968-11-21,Blur,Alternative Rock,1997-01-29,Yes
Graham Coxon,1969-03-12,13,Alternative Rock,1999-03-01,Yes
Damon Albarn,1968-03-23,13,Alternative Rock,1999-03-01,Yes
Dave Rowntree,1964-05-08,13,Alternative Rock,1999-03-01,Yes
Alex James,1968-11-21,13,Alternative Rock,1999-03-01,Yes
Graham Coxon,1969-03-12,The Best Of Blur,Alternative Rock,2000-11-21,Yes
Damon Albarn,1968-03-23,The Best Of Blur,Alternative Rock,2000-11-21,Yes
Dave Rowntree,1964-05-08,The Best Of Blur,Alternative Rock,2000-11-21,Yes
Alex James,1968-11-21,The Best Of Blur,Alternative Rock,2000-11-21,Yes
Graham Coxon,1969-03-12,Think Tank,Alternative Rock,2003-04-21,Yes
Damon Albarn,1968-03-23,Think Tank,Alternative Rock,2003-04-21,Yes
Dave Rowntree,1964-05-08,Think Tank,Alternative Rock,2003-04-21,Yes
Alex James,1968-11-21,Think Tank,Alternative Rock,2003-04-21,Yes
Graham Coxon,1969-03-12,Midlife: A Beginner's Guide To Blur,Alternative Rock,2009-06-15,Yes
Damon Albarn,1968-03-23,Midlife: A Beginner's Guide To Blur,Alternative Rock,2009-06-15,Yes
Dave Rowntree,1964-05-08,Midlife: A Beginner's Guide To Blur,Alternative Rock,2009-06-15,Yes
Alex James,1968-11-21,Midlife: A Beginner's Guide To Blur,Alternative Rock,2009-06-15,Yes
Graham Coxon,1969-03-12,The Magic Whip,Alternative Rock,2015-04-24,Yes
Damon Albarn,1968-03-23,The Magic Whip,Alternative Rock,2015-04-24,Yes
Dave Rowntree,1964-05-08,The Magic Whip,Alternative Rock,2015-04-24,Yes
Alex James,1968-11-21,The Magic Whip,Alternative Rock,2015-04-24,Yes
Blümchen,1980-04-20,Herzfrequenz,Happy Hardcore,1996-05-20,No
Blümchen,1980-04-20,Heartbeat,Happy Hardcore,1996-01-01,No
Blümchen,1980-04-20,Verliebt...,Happy Hardcore,1997-05-01,No
Blümchen,1980-04-20,In Love...,Happy Hardcore,1997-01-01,No
Blümchen,1980-04-20,Jasmin,Pop,1998-09-28,No
Blümchen,1980-04-20,Live In Berlin,Pop,1999-11-01,No
Blümchen,1980-04-20,Die Welt Gehört Dir,Pop,2000-06-26,No
Blümchen,1980-04-20,Für Immer Und Ewig,Pop,2000-12-04,No
Bo Bice,1975-11-01,The Real Thing,Southern Rock,2005-12-13,No
Bo Bice,1975-11-01,See The Light,Southern Rock,2007-10-23,No
Bo Bice,1975-11-01,3,Southern Rock,2010-05-18,No
Bo Burnham,1990-08-21,Bo Fo Sho,Comedy,2008-06-17,No
Bo Burnham,1990-08-21,Bo Burnham,Comedy,2009-03-10,No
Bo Burnham,1990-08-21,Words Words Words,Comedy,2010-10-19,No
Bo Burnham,1990-08-21,What.,Comedy,2013-11-17,No
Bo Diddley,1928-12-30,Bo Diddley,Rock &apos;N&apos; Roll,1957-01-01,No
Bo Diddley,1928-12-30,Go Bo Diddley,Rock &apos;N&apos; Roll,1959-01-01,No
Bo Diddley,1928-12-30,Bo Diddley Is A Gunslinger,Rock,1961-09-01,No
Bo Diddley,1928-12-30,"Have Guitar, Will Travel",Rock &apos;N&apos; Roll,1960-01-01,No
Bo Diddley,1928-12-30,Bo Diddley,Rock &apos;N&apos; Roll,1962-07-01,No
Bo Diddley,1928-12-30,Bo's Blues,Blues,1993-01-01,No
Bo Diddley,1928-12-30,His Best,Rock,1997-04-08,No
Bob Carlisle,1956-09-29,Bob Carlisle,Contemporary Christian,1993-01-01,No
Bob Carlisle,1956-09-29,The Hope Of A Man,Contemporary Christian,1994-01-01,No
Bob Carlisle,1956-09-29,Butterfly Kisses (Shades Of Grace),Contemporary Christian,1997-01-01,No
Bob Dylan,1941-05-24,Bob Dylan,Folk,1962-03-19,No
Bob Dylan,1941-05-24,The Freewheelin' Bob Dylan,Folk,1963-05-27,No
Bob Dylan,1941-05-24,The Times They Are A-Changin',Folk,1964-02-10,No
Bob Dylan,1941-05-24,Another Side Of Bob Dylan,Rock,1964-08-08,No
Bob Dylan,1941-05-24,Bringing It All Back Home,Folk Rock,1965-03-22,No
Bob Dylan,1941-05-24,Highway 61 Revisited,Folk Rock,1965-08-30,No
Bob Dylan,1941-05-24,Blonde On Blonde,Rock,1966-05-16,No
Bob Dylan,1941-05-24,John Wesley Harding,Rock,1967-12-27,No
Bob Dylan,1941-05-24,Nashville Skyline,Rock,1969-04-09,No
Bob Dylan,1941-05-24,Self Portrait,Rock,1970-06-08,No
Bob Dylan,1941-05-24,New Morning,Rock,1970-10-21,No
Bob Dylan,1941-05-24,Dylan,Rock,1973-11-16,No
Bob Dylan,1941-05-24,Planet Waves,Rock,1974-01-17,No
Bob Dylan,1941-05-24,Blood On The Tracks,Folk Rock,1975-01-20,No
Bob Dylan,1941-05-24,The Basement Tapes,Rock,1975-06-26,No
Bob Dylan,1941-05-24,Desire,Rock,1976-01-05,No
Bob Dylan,1941-05-24,Street Legal,Rock,1978-06-15,No
Bob Dylan,1941-05-24,Slow Train Coming,Rock,1979-08-20,No
Bob Dylan,1941-05-24,Saved,Rock,1980-06-19,No
Bob Dylan,1941-05-24,Shot Of Love,Rock,1981-08-10,No
Bob Dylan,1941-05-24,Infidels,Rock,1983-10-27,No
Bob Dylan,1941-05-24,Empire Burlesque,Rock,1985-05-30,No
Bob Dylan,1941-05-24,Knocked Out Loaded,Rock,1986-07-14,No
Bob Dylan,1941-05-24,Down In The Groove,Rock,1988-05-19,No
Bob Dylan,1941-05-24,Oh Mercy,Rock,1989-09-12,No
Bob Dylan,1941-05-24,Under The Red Sky,Rock,1990-09-10,No
Bob Dylan,1941-05-24,Good As I Been To You,Rock,1992-10-30,No
Bob Dylan,1941-05-24,World Gone Wrong,Folk,1993-10-22,No
Bob Dylan,1941-05-24,Time Out Of Mind,Rock,1997-09-26,No
Bob Dylan,1941-05-24,Love And Theft,Folk Rock,2001-09-10,No
Bob Dylan,1941-05-24,Modern Times,Folk Rock,2006-08-06,No
Bob Dylan,1941-05-24,Together Through Life,Folk Rock,2009-04-23,No
Bob Dylan,1941-05-24,Christmas In The Heart,Christmas,2009-10-09,No
Bob Dylan,1941-05-24,Tempest,Rock,2012-09-07,No
Bob Geldof,1951-10-05,Deep In The Heart Of Nowhere,Rock,1986-01-01,No
Bob Geldof,1951-10-05,The Vegetarians Of Love,Rock,1990-01-01,No
Bob Geldof,1951-10-05,The Happy Club,Rock,1992-10-01,No
Bob Geldof,1951-10-05,"Sex, Age & Death",Rock,2001-01-01,No
Bob Geldof,1951-10-05,How To Compose Popular Songs That Will Sell,Rock,2011-02-07,No
Bunny Wailer,1947-04-10,Natty Dread,Reggae,1974-10-25,Yes
Peter Tosh,1944-10-19,Natty Dread,Reggae,1974-10-25,Yes
Aston “Family Man” Barrett,1946-11-22,Natty Dread,Reggae,1974-10-25,Yes
Bob Marley,1945-02-06,Natty Dread,Reggae,1974-10-25,Yes
Carlton “Carly” Barrett,1950-12-17,Natty Dread,Reggae,1974-10-25,Yes
Junior Marvin,1949-01-01,Natty Dread,Reggae,1974-10-25,Yes
Bunny Wailer,1947-04-10,Rastaman Vibration,Reggae,1976-04-30,Yes
Peter Tosh,1944-10-19,Rastaman Vibration,Reggae,1976-04-30,Yes
Aston “Family Man” Barrett,1946-11-22,Rastaman Vibration,Reggae,1976-04-30,Yes
Bob Marley,1945-02-06,Rastaman Vibration,Reggae,1976-04-30,Yes
Carlton “Carly” Barrett,1950-12-17,Rastaman Vibration,Reggae,1976-04-30,Yes
Junior Marvin,1949-01-01,Rastaman Vibration,Reggae,1976-04-30,Yes
Bunny Wailer,1947-04-10,Exodus,Reggae,1977-06-03,Yes
Peter Tosh,1944-10-19,Exodus,Reggae,1977-06-03,Yes
Aston “Family Man” Barrett,1946-11-22,Exodus,Reggae,1977-06-03,Yes
Bob Marley,1945-02-06,Exodus,Reggae,1977-06-03,Yes
Carlton “Carly” Barrett,1950-12-17,Exodus,Reggae,1977-06-03,Yes
Junior Marvin,1949-01-01,Exodus,Reggae,1977-06-03,Yes
Bunny Wailer,1947-04-10,Kaya,Reggae,1978-03-23,Yes
Peter Tosh,1944-10-19,Kaya,Reggae,1978-03-23,Yes
Aston “Family Man” Barrett,1946-11-22,Kaya,Reggae,1978-03-23,Yes
Bob Marley,1945-02-06,Kaya,Reggae,1978-03-23,Yes
Carlton “Carly” Barrett,1950-12-17,Kaya,Reggae,1978-03-23,Yes
Junior Marvin,1949-01-01,Kaya,Reggae,1978-03-23,Yes
Bunny Wailer,1947-04-10,Survival,Reggae,1979-10-02,Yes
Peter Tosh,1944-10-19,Survival,Reggae,1979-10-02,Yes
Aston “Family Man” Barrett,1946-11-22,Survival,Reggae,1979-10-02,Yes
Bob Marley,1945-02-06,Survival,Reggae,1979-10-02,Yes
Carlton “Carly” Barrett,1950-12-17,Survival,Reggae,1979-10-02,Yes
Junior Marvin,1949-01-01,Survival,Reggae,1979-10-02,Yes
Bunny Wailer,1947-04-10,Uprising,Reggae,1980-06-10,Yes
Peter Tosh,1944-10-19,Uprising,Reggae,1980-06-10,Yes
Aston “Family Man” Barrett,1946-11-22,Uprising,Reggae,1980-06-10,Yes
Bob Marley,1945-02-06,Uprising,Reggae,1980-06-10,Yes
Carlton “Carly” Barrett,1950-12-17,Uprising,Reggae,1980-06-10,Yes
Junior Marvin,1949-01-01,Uprising,Reggae,1980-06-10,Yes
Bunny Wailer,1947-04-10,Confrontation,Reggae,1983-03-23,Yes
Peter Tosh,1944-10-19,Confrontation,Reggae,1983-03-23,Yes
Aston “Family Man” Barrett,1946-11-22,Confrontation,Reggae,1983-03-23,Yes
Bob Marley,1945-02-06,Confrontation,Reggae,1983-03-23,Yes
Carlton “Carly” Barrett,1950-12-17,Confrontation,Reggae,1983-03-23,Yes
Junior Marvin,1949-01-01,Confrontation,Reggae,1983-03-23,Yes
Bunny Wailer,1947-04-10,Legend: The Best Of Bob Marley And The Wailers,Reggae,1984-05-08,Yes
Peter Tosh,1944-10-19,Legend: The Best Of Bob Marley And The Wailers,Reggae,1984-05-08,Yes
Aston “Family Man” Barrett,1946-11-22,Legend: The Best Of Bob Marley And The Wailers,Reggae,1984-05-08,Yes
Bob Marley,1945-02-06,Legend: The Best Of Bob Marley And The Wailers,Reggae,1984-05-08,Yes
Carlton “Carly” Barrett,1950-12-17,Legend: The Best Of Bob Marley And The Wailers,Reggae,1984-05-08,Yes
Junior Marvin,1949-01-01,Legend: The Best Of Bob Marley And The Wailers,Reggae,1984-05-08,Yes
Bunny Wailer,1947-04-10,Talkin' Blues,Reggae,1991-02-04,Yes
Peter Tosh,1944-10-19,Talkin' Blues,Reggae,1991-02-04,Yes
Aston “Family Man” Barrett,1946-11-22,Talkin' Blues,Reggae,1991-02-04,Yes
Bob Marley,1945-02-06,Talkin' Blues,Reggae,1991-02-04,Yes
Carlton “Carly” Barrett,1950-12-17,Talkin' Blues,Reggae,1991-02-04,Yes
Junior Marvin,1949-01-01,Talkin' Blues,Reggae,1991-02-04,Yes
Bunny Wailer,1947-04-10,Songs Of Freedom,Reggae,1992-10-06,Yes
Peter Tosh,1944-10-19,Songs Of Freedom,Reggae,1992-10-06,Yes
Aston “Family Man” Barrett,1946-11-22,Songs Of Freedom,Reggae,1992-10-06,Yes
Bob Marley,1945-02-06,Songs Of Freedom,Reggae,1992-10-06,Yes
Carlton “Carly” Barrett,1950-12-17,Songs Of Freedom,Reggae,1992-10-06,Yes
Junior Marvin,1949-01-01,Songs Of Freedom,Reggae,1992-10-06,Yes
Bunny Wailer,1947-04-10,Trenchtown Rock: The Anthology 1969-1978,Reggae,2002-01-28,Yes
Peter Tosh,1944-10-19,Trenchtown Rock: The Anthology 1969-1978,Reggae,2002-01-28,Yes
Aston “Family Man” Barrett,1946-11-22,Trenchtown Rock: The Anthology 1969-1978,Reggae,2002-01-28,Yes
Bob Marley,1945-02-06,Trenchtown Rock: The Anthology 1969-1978,Reggae,2002-01-28,Yes
Carlton “Carly” Barrett,1950-12-17,Trenchtown Rock: The Anthology 1969-1978,Reggae,2002-01-28,Yes
Junior Marvin,1949-01-01,Trenchtown Rock: The Anthology 1969-1978,Reggae,2002-01-28,Yes
Bob Lind,1942-11-25,The Best Of Bob Lind - You Might Have Heard My Footsteps,Folk,1993-01-01,No
Bob Rivers,1952,Twisted Christmas,Comedy,1987-01-01,No
Bob Rivers,1952,I Am Santa Claus,Comedy,1993-11-02,No
Bob Schneider,1965-10-12,Songs Sung And Played On Guitar At The Same Time,Rock,1999-01-01,No
Bob Schneider,1965-10-12,Underneath The Onion Trees,Rock,2000-01-01,No
Bob Schneider,1965-10-12,Lonelyland,Rock,2001-03-13,No
Bob Schneider,1965-10-12,Galaxy Kings,Rock,2002-01-01,No
Bob Schneider,1965-10-12,I Have Seen The End Of The World And It Looks Like This,Rock,2003-01-01,No
Bob Schneider,1965-10-12,I'm Good Now,Rock,2004-04-13,No
Bob Schneider,1965-10-12,The Californian,Rock,2006-08-19,No
Bob Schneider,1965-10-12,Lovely Creatures,Rock,2009-09-29,No
Bob Schneider,1965-10-12,A Perfect Day,Rock,2011-04-19,No
Bob Seger,1945-05-06,Brand New Morning,Rock,1971-01-01,No
Bob Seger,1945-05-06,Smokin' O.P.'s,Rock,1972-08-01,No
Bob Seger,1945-05-06,Back In '72,Rock,1973-01-01,No
Bob Seger,1945-05-06,Seven,Rock,1974-03-01,No
Bob Seger,1945-05-06,Beautiful Loser,Rock,1975-01-01,No
Bob Seger,1945-05-06,Stranger In Town,Rock,1978-05-05,No
Bob Seger,1945-05-06,Greatest Hits,Rock,1994-10-25,No
Bob Seger,1945-05-06,Face The Promise,Country Rock,2006-09-12,No
Bob Seger,1945-05-06,Ride Out,Rock,2014-10-14,No
Bob Sinclar,1967-05-10,Paradise,House,1998-10-19,No
Bob Sinclar,1967-05-10,Champs Elysées,House,2000-10-10,No
Bob Sinclar,1967-05-10,III,House,2003-04-14,No
Bob Sinclar,1967-05-10,Western Dream,House,2006-04-10,No
Bob Sinclar,1967-05-10,Soundz Of Freedom,House,2007-05-27,No
Bob Sinclar,1967-05-10,Born In 69,House,2009-05-11,No
Bob Sinclar,1967-05-10,Made In Jamaica,Reggae,2010-01-01,No
Bob Sinclar,1967-05-10,Disco Crash,House,2012-01-30,No
Bob Mould,1960-10-16,Workbook,Alternative Rock,1989-05-02,No
Bob Mould,1960-10-16,Black Sheets Of Rain,Alternative Rock,1990-08-21,No
Bob Mould,1960-10-16,Poison Years,Alternative Rock,1994-07-26,No
Bob Mould,1960-10-16,Bob Mould,Alternative Rock,1996-04-30,No
Bob Mould,1960-10-16,The Last Dog And Pony Show,Alternative Rock,1998-08-25,No
Bob Mould,1960-10-16,Modulate,Alternative Rock,2002-03-12,No
Bob Mould,1960-10-16,Body Of Song,Alternative Rock,2005-07-26,No
Bob Mould,1960-10-16,District Line,Alternative Rock,2008-02-11,No
Bob Mould,1960-10-16,Life And Times,Alternative Rock,2008-04-07,No
Bob Mould,1960-10-16,Silver Age,Alternative Rock,2012-09-04,No
Bob Mould,1960-10-16,Beauty & Ruin,Alternative Rock,2014-06-03,No
Bob Welch,1945-08-31,French Kiss,Rock,1977-11-18,No
Bobbie Gentry,1944-07-27,Ode To Billie Joe,Country,1967-01-01,No
Bobbie Gentry,1944-07-27,The Delta Sweete,Country,1968-01-01,No
Bobbie Gentry,1944-07-27,Local Gentry,Country,1968-01-01,No
Bobbie Gentry,1944-07-27,Touch 'Em With Love,Country,1969-01-01,No
Bobbie Gentry,1944-07-27,Fancy,Country,1970-01-01,No
Bobbie Gentry,1944-07-27,Patchwork,Country,1971-01-01,No
Bobby Bazini,1989-05-06,Better In Time,Pop Rock,2010-01-01,No
Bobby Bazini,1989-05-06,Where I Belong,Pop Rock,2014-05-27,No
Bobby Bare,1935-04-07,Detroit City,Country,1963-08-01,No
Bobby Bare,1935-04-07,500 Miles Away From Home,Country,1963-12-01,No
Bobby Bare,1935-04-07,Talk Me Some Sense,Country,1966-01-01,No
Bobby Bare,1935-04-07,The Streets Of Baltimore,Country,1966-09-01,No
Bobby Bare,1935-04-07,The Game Of Triangles,Country,1967-02-01,No
Bobby Bare,1935-04-07,(Margie's At) The Lincoln Park Inn,Country,1969-06-01,No
Bobby Bare,1935-04-07,"Sings Lullabys, Legends And Lies",Country,2007-07-24,No
Bobby Bare,1935-04-07,Hard Time Hungrys,Country,1998-04-07,No
Bobby Bare,1935-04-07,Bare,Country,1978-01-01,No
Bobby Bare,1935-04-07,The Moon Was Blue,Country,2005-10-01,No
Bobby Brown,1969-02-05,King Of Stage,R&amp;B,1986-12-11,No
Bobby Brown,1969-02-05,Don't Be Cruel,New Jack Swing,1988-06-20,No
Bobby Brown,1969-02-05,Bobby,New Jack Swing,1992-08-25,No
Bobby Brown,1969-02-05,Forever,R&amp;B,1997-11-04,No
Bobby Blue Bland,1930-01-27,Two Steps From The Blues,Blues,1961-01-01,No
Bobby Blue Bland,1930-01-27,Here's The Man!!!,Blues,1962-01-01,No
Bobby Blue Bland,1930-01-27,Ain't Nothing You Can Do,Blues,1964-01-01,No
Bobby Darin,1936-05-14,Bobby Darin,Pop,1958-09-01,No
Bobby Darin,1936-05-14,That's All,Pop,1959-03-01,No
Bobby Darin,1936-05-14,This Is Darin,Pop,1994-01-01,No
Bobby Darin,1936-05-14,For Teenagers Only,Pop,1960-09-01,No
Bobby Darin,1936-05-14,Love Swings,Pop,1961-01-01,No
Bobby Darin,1936-05-14,Two Of A Kind,Pop,1990-01-01,No
Bobby Darin,1936-05-14,Things & Other Things,Pop,2003-01-01,No
Bobby Darin,1936-05-14,You're The Reason I'm Living,Pop,1963-02-01,No
Bobby Darin,1936-05-14,It's You,Pop,2003-01-01,No
Bobby Darin,1936-05-14,Winners,Pop,1964-06-01,No
Bobby Darin,1936-05-14,From Hello Dolly To Goodbye Charlie,Pop,1964-01-01,No
Bobby Darin,1936-05-14,Venice Blue,Pop,1965-03-01,No
Bobby Darin,1936-05-14,If I Were A Carpenter,Folk Rock,1966-12-01,No
Bobby Darin,1936-05-14,Live! At The Desert Inn,Pop,2005-03-22,No
Bobby Darin,1936-05-14,Darin 1936-1973,Pop,1974-01-01,No
Bobby Darin,1936-05-14,Capitol Collectors Series,Pop,1989-01-01,No
Bobby Darin,1936-05-14,The Best Of Bobby Darin Volume One,Pop,1991-11-12,No
Bobby Darin,1936-05-14,Sings The Shadow Of Your Smile & In A Broadway Bag,Pop,2007-07-02,No
Bobby Helms,1933-08-15,Jingle Bell Rock,Country,2004-10-19,No
Bobby O,1958,Freedom In An Unfree World,Electronic,1983-01-01,No
Bobby O,1958,Bright Nothing World,Electronic,2010-06-28,No
Bobby McFerrin,1950-03-11,Bobby McFerrin,Jazz,1982-09-01,No
Bobby McFerrin,1950-03-11,The Voice,Jazz,1984-07-01,No
Bobby McFerrin,1950-03-11,Spontaneous Inventions,Vocal,1986-01-01,No
Bobby McFerrin,1950-03-11,Simple Pleasures,A Cappella,1988-08-22,No
Bobby McFerrin,1950-03-11,Medicine Music,Vocal,1990-10-16,No
Bobby McFerrin,1950-03-11,Bang! Zoom,Vocal,1996-01-09,No
Bobby Thurston,1954,You Got What It Takes,Disco,1980-01-01,No
Bobby Vee,1943-04-30,The Night Has A Thousand Eyes,Pop,1963-01-01,No
Bobby Vee,1943-04-30,Legendary Masters Series,Pop,1990-01-01,No
Bobby Vinton,1935-04-16,Roses Are Red,Pop,1962-01-01,No
Bobby Vinton,1935-04-16,Bobby Vinton Sings The Big Ones,Pop,1962-01-01,No
Bobby Vinton,1935-04-16,Blue On Blue,Pop,1963-01-01,No
Bobby Vinton,1935-04-16,There! I've Said It Again,Pop,1964-01-01,No
Bobby Vinton,1935-04-16,Bobby Vinton's Greatest Hits,Pop,1964-01-01,No
Bobby Vinton,1935-04-16,A Very Merry Christmas,Pop,1964-10-01,No
Bobby Vinton,1935-04-16,Bobby Vinton Sings For Lonely Nights,Pop,1965-01-01,No
Bobby Vinton,1935-04-16,Sealed With A Kiss,Pop,1972-01-01,No
Bobby Vinton,1935-04-16,Melodies Of Love,Pop,1974-01-01,No
Bobby Vinton,1935-04-16,Heart Of Hearts,Pop,1975-01-01,No
Bobby Vinton,1935-04-16,16 Most Requested Songs,Pop,1991-01-01,No
Bobby Womack,1944-03-04,Fly Me To The Moon,Soul,1992-12-01,No
Bobby Womack,1944-03-04,My Prescription,Soul,1970-02-01,No
Bobby Womack,1944-03-04,The Womack Live,Soul,1970-01-01,No
Bobby Womack,1944-03-04,Communication,Soul,1971-01-01,No
Bobby Womack,1944-03-04,Understanding,Soul,1972-01-01,No
Bobby Womack,1944-03-04,Facts Of Life,Soul,1973-01-01,No
Bobby Womack,1944-03-04,Lookin' For A Love Again,Soul,1973-01-01,No
Bobby Womack,1944-03-04,I Don't Know What The World Is Coming To,Soul,1975-01-01,No
Bobby Womack,1944-03-04,Roads Of Life,R&amp;B,1979-01-01,No
Bobby Womack,1944-03-04,The Poet,Soul,1981-01-01,No
Bobby Womack,1944-03-04,Poet II,Soul,1994-01-01,No
Bobby Womack,1944-03-04,So Many Rivers,R&amp;B,1985-01-01,No
Bobby Womack,1944-03-04,Womagic,Soul,1986-01-01,No
Bobby Womack,1944-03-04,The Bravest Man In The Universe,Soul,2012-06-11,No
Bohannon,1942-03-07,Insides Out,Funk,1975-01-01,No
Bohannon,1942-03-07,Alive,Funk,1981-01-01,No
Jeff Rosenstock,1982-09-07,Album Minus Band,Punk Rock,2005-02-01,Yes
Laura Stevenson,1984-04-25,Album Minus Band,Punk Rock,2005-02-01,Yes
Jeff Rosenstock,1982-09-07,To Leave Or Die In Long Island,Punk Rock,2005-10-01,Yes
Laura Stevenson,1984-04-25,To Leave Or Die In Long Island,Punk Rock,2005-10-01,Yes
Jon Bon Jovi,1962-03-02,Bon Jovi,Hard Rock,1984-01-01,Yes
Richie Sambora,1959-07-11,Bon Jovi,Hard Rock,1984-01-01,Yes
Dave “The Snake” Sabo,1964-09-16,Bon Jovi,Hard Rock,1984-01-01,Yes
Alec John Such,1951-11-14,Bon Jovi,Hard Rock,1984-01-01,Yes
Tico Torres,1953-10-07,Bon Jovi,Hard Rock,1984-01-01,Yes
David Bryan,1962-02-07,Bon Jovi,Hard Rock,1984-01-01,Yes
Jon Bon Jovi,1962-03-02,7800 Degrees Fahrenheit,Hard Rock,1985-01-01,Yes
Richie Sambora,1959-07-11,7800 Degrees Fahrenheit,Hard Rock,1985-01-01,Yes
Dave “The Snake” Sabo,1964-09-16,7800 Degrees Fahrenheit,Hard Rock,1985-01-01,Yes
Alec John Such,1951-11-14,7800 Degrees Fahrenheit,Hard Rock,1985-01-01,Yes
Tico Torres,1953-10-07,7800 Degrees Fahrenheit,Hard Rock,1985-01-01,Yes
David Bryan,1962-02-07,7800 Degrees Fahrenheit,Hard Rock,1985-01-01,Yes
Jon Bon Jovi,1962-03-02,Slippery When Wet,Hard Rock,1986-08-25,Yes
Richie Sambora,1959-07-11,Slippery When Wet,Hard Rock,1986-08-25,Yes
Dave “The Snake” Sabo,1964-09-16,Slippery When Wet,Hard Rock,1986-08-25,Yes
Alec John Such,1951-11-14,Slippery When Wet,Hard Rock,1986-08-25,Yes
Tico Torres,1953-10-07,Slippery When Wet,Hard Rock,1986-08-25,Yes
David Bryan,1962-02-07,Slippery When Wet,Hard Rock,1986-08-25,Yes
Jon Bon Jovi,1962-03-02,New Jersey,Hard Rock,1988-09-19,Yes
Richie Sambora,1959-07-11,New Jersey,Hard Rock,1988-09-19,Yes
Dave “The Snake” Sabo,1964-09-16,New Jersey,Hard Rock,1988-09-19,Yes
Alec John Such,1951-11-14,New Jersey,Hard Rock,1988-09-19,Yes
Tico Torres,1953-10-07,New Jersey,Hard Rock,1988-09-19,Yes
David Bryan,1962-02-07,New Jersey,Hard Rock,1988-09-19,Yes
Jon Bon Jovi,1962-03-02,Keep The Faith,Hard Rock,1992-11-03,Yes
Richie Sambora,1959-07-11,Keep The Faith,Hard Rock,1992-11-03,Yes
Dave “The Snake” Sabo,1964-09-16,Keep The Faith,Hard Rock,1992-11-03,Yes
Alec John Such,1951-11-14,Keep The Faith,Hard Rock,1992-11-03,Yes
Tico Torres,1953-10-07,Keep The Faith,Hard Rock,1992-11-03,Yes
David Bryan,1962-02-07,Keep The Faith,Hard Rock,1992-11-03,Yes
Jon Bon Jovi,1962-03-02,Cross Road,Hard Rock,1994-10-04,Yes
Richie Sambora,1959-07-11,Cross Road,Hard Rock,1994-10-04,Yes
Dave “The Snake” Sabo,1964-09-16,Cross Road,Hard Rock,1994-10-04,Yes
Alec John Such,1951-11-14,Cross Road,Hard Rock,1994-10-04,Yes
Tico Torres,1953-10-07,Cross Road,Hard Rock,1994-10-04,Yes
David Bryan,1962-02-07,Cross Road,Hard Rock,1994-10-04,Yes
Jon Bon Jovi,1962-03-02,These Days,Hard Rock,1995-06-02,Yes
Richie Sambora,1959-07-11,These Days,Hard Rock,1995-06-02,Yes
Dave “The Snake” Sabo,1964-09-16,These Days,Hard Rock,1995-06-02,Yes
Alec John Such,1951-11-14,These Days,Hard Rock,1995-06-02,Yes
Tico Torres,1953-10-07,These Days,Hard Rock,1995-06-02,Yes
David Bryan,1962-02-07,These Days,Hard Rock,1995-06-02,Yes
Jon Bon Jovi,1962-03-02,Crush,Hard Rock,2000-06-12,Yes
Richie Sambora,1959-07-11,Crush,Hard Rock,2000-06-12,Yes
Dave “The Snake” Sabo,1964-09-16,Crush,Hard Rock,2000-06-12,Yes
Alec John Such,1951-11-14,Crush,Hard Rock,2000-06-12,Yes
Tico Torres,1953-10-07,Crush,Hard Rock,2000-06-12,Yes
David Bryan,1962-02-07,Crush,Hard Rock,2000-06-12,Yes
Jon Bon Jovi,1962-03-02,Bounce,Hard Rock,2002-10-08,Yes
Richie Sambora,1959-07-11,Bounce,Hard Rock,2002-10-08,Yes
Dave “The Snake” Sabo,1964-09-16,Bounce,Hard Rock,2002-10-08,Yes
Alec John Such,1951-11-14,Bounce,Hard Rock,2002-10-08,Yes
Tico Torres,1953-10-07,Bounce,Hard Rock,2002-10-08,Yes
David Bryan,1962-02-07,Bounce,Hard Rock,2002-10-08,Yes
Jon Bon Jovi,1962-03-02,This Left Feels Right: Greatest Hits With A Twist,Rock,2003-11-03,Yes
Richie Sambora,1959-07-11,This Left Feels Right: Greatest Hits With A Twist,Rock,2003-11-03,Yes
Dave “The Snake” Sabo,1964-09-16,This Left Feels Right: Greatest Hits With A Twist,Rock,2003-11-03,Yes
Alec John Such,1951-11-14,This Left Feels Right: Greatest Hits With A Twist,Rock,2003-11-03,Yes
Tico Torres,1953-10-07,This Left Feels Right: Greatest Hits With A Twist,Rock,2003-11-03,Yes
David Bryan,1962-02-07,This Left Feels Right: Greatest Hits With A Twist,Rock,2003-11-03,Yes
Jon Bon Jovi,1962-03-02,"100,000 Bon Jovi Fans Can't Be Wrong...",Hard Rock,2004-11-16,Yes
Richie Sambora,1959-07-11,"100,000 Bon Jovi Fans Can't Be Wrong...",Hard Rock,2004-11-16,Yes
